TXN DATE,TRANSACTION ID,CUSTOMER ID,POLICY NUMBER,POLICY EFF DT,LOSS DT,REPORT DT,INSURANCE TYPE,PREMIUM AMOUNT,CLAIM AMOUNT,CUSTOMER NAME,CITY,STATE,POSTAL CODE,MARITAL STATUS,AGE,TENURE,EMPLOYMENT STATUS,NO OF FAMILY MEMBERS,RISK SEGMENTATION,HOUSE TYPE,SOCIAL CLASS,CUSTOMER EDUCATION LEVEL,CLAIM STATUS,INCIDENT SEVERITY,AUTHORITY CONTACTED,ANY INJURY,POLICE REPORT AVAILABLE,INCIDENT STATE,INCIDENT CITY,INCIDENT HOUR OF THE DAY,AGENT ID,VENDOR ID
15-12-2020,TXN00004928,A00009118,PLC00005689,31-08-2015,02-12-2020,07-12-2020,Property,105.54,31000,Kevin Joseph,Castro Valley,CA,94546,Married,42,115,Employed,5,Medium,Mortgage,Higher Incomegh Income,Unknown,Approved,Total Loss,Ambulance,Yes,No,CO,Arvada,22,AGENT00750,VNDR00321
15-12-2020,TXN00004929,A00004261,PLC00000325,27-08-2011,27-11-2020,02-12-2020,Travel,78.12,3000,David Tedrick,Glendale,AZ,85306,Married,28,56,Employed,4,Low,Own,Lower Income,MD,Approved,Minor Loss,Other,No,No,OK,Oklahoma City,11,AGENT00311,VNDR00232
15-12-2020,TXN00004930,A00004725,PLC00007997,31-12-2018,06-12-2020,09-12-2020,Mobile,7.52,700,Maria Bush,Lyndon,VT,5851,Married,51,68,Employed,3,Low,Mortgage,Lower Income,High School,Approved,Total Loss,None,No,Yes,AL,Montgomery,6,AGENT00838,No Vendor
15-12-2020,TXN00004931,A00001494,PLC00008773,12-06-2013,06-12-2020,09-12-2020,Property,105.86,19000,Marie Groom,Manchester,CT,6040,Married,33,78,Unemployed,3,Low,Own,Higher Incomegh Income,MD,Approved,Minor Loss,Ambulance,Yes,Yes,AL,Montgomery,16,AGENT00162,No Vendor
15-12-2020,TXN00004932,A00000216,PLC00001054,13-09-2016,28-11-2020,03-12-2020,Mobile,10.93,100,Matthew Wilcox,Savannah,GA,31405,Single,56,26,Employed,6,Low,Mortgage,Medium Income,Bachelor,Approved,Minor Loss,Ambulance,No,Yes,AK,Anchorage,0,AGENT00158,VNDR00267
15-12-2020,TXN00004933,A00008257,PLC00009827,01-12-2014,03-12-2020,08-12-2020,Travel,65.91,1000,Betty Kelly,Grass Valley,CA,95945,Married,37,101,Employed,7,Low,Rent,Higher Incomegh Income,Bachelor,Approved,Total Loss,Police,Yes,No,CA,Sutter Creek,6,AGENT00464,VNDR00290
15-12-2020,TXN00004934,A00009455,PLC00001532,10-11-2015,30-11-2020,05-12-2020,Motor,124.86,7000,Elizabeth Grimaldi,Panama City Beach,FL,32408,Married,39,76,Unemployed,6,Medium,Rent,Medium Income,High School,Approved,Minor Loss,Police,No,No,DC,Washington,21,AGENT00775,VNDR00450
15-12-2020,TXN00004935,A00005345,PLC00007809,09-06-2015,14-12-2020,14-12-2020,Health,107.68,7000,Miguel Moore,Nashville,TN,37208,Married,30,84,Unemployed,5,High,Rent,Higher Incomegh Income,Unknown,Approved,Total Loss,Ambulance,Yes,No,CT,Manchester,21,AGENT00696,VNDR00077
15-12-2020,TXN00004936,A00007436,PLC00004273,20-07-2019,02-12-2020,07-12-2020,Travel,91.38,4000,Jennie Dye,Nashville,TN,37210,Single,31,97,Employed,6,Medium,Rent,Lower Income,High School,Approved,Total Loss,None,No,Yes,OK,Oklahoma City,11,AGENT00568,VNDR00403
15-12-2020,TXN00004937,A00003014,PLC00006707,16-09-2016,08-12-2020,10-12-2020,Property,144.04,15000,Christopher Meyer,Arvada,CO,80005,Single,40,13,Unemployed,2,Low,Rent,Medium Income,Bachelor,Approved,Minor Loss,Ambulance,Yes,Yes,CO,Arvada,12,AGENT00729,No Vendor
15-12-2020,TXN00004938,A00003343,PLC00001677,13-06-2017,25-11-2020,30-11-2020,Motor,95.01,5000,Jimmy Whaley,Westmore,VT,5860,Married,50,33,Employed,3,Medium,Mortgage,Medium Income,Bachelor,Approved,Total Loss,Police,Yes,Yes,AR,Fayetteville,3,AGENT00590,No Vendor
15-12-2020,TXN00004939,A00007940,PLC00005054,25-11-2013,28-11-2020,03-12-2020,Health,167.73,20000,Thomas Garnick,Shelburne Falls,MA,1370,Single,26,110,Employed,5,Low,Own,Higher Incomegh Income,Bachelor,Approved,Total Loss,None,Yes,Yes,TN,Nashville,22,AGENT00957,VNDR00238
16-12-2020,TXN00004940,A00002298,PLC00003362,20-08-2016,10-12-2020,12-12-2020,Health,107.55,9000,Juan White,Nashville,TN,37216,Married,57,90,Employed,3,Low,Rent,Medium Income,Bachelor,Approved,Minor Loss,Police,Yes,Yes,DC,Washington,15,AGENT00779,No Vendor
16-12-2020,TXN00004941,A00008980,PLC00003076,19-11-2019,05-12-2020,10-12-2020,Life,56.47,83000,Margaret Garrett,Holyoke,MA,1040,Single,29,50,Employed,4,Low,Rent,Higher Incomegh Income,Bachelor,Approved,Total Loss,Police,No,Yes,MA,Marshfield,0,AGENT00424,VNDR00543
16-12-2020,TXN00004942,A00007685,PLC00008709,31-08-2012,12-12-2020,13-12-2020,Travel,90.16,5000,Brent Manjarrez,Unknown,VT,5150,Married,54,114,Employed,2,Low,Own,Medium Income,College,Approved,Total Loss,Police,Yes,Yes,KY,Louisville,9,AGENT00424,No Vendor
16-12-2020,TXN00004943,A00003850,PLC00004775,11-11-2017,07-12-2020,10-12-2020,Property,83.94,27000,Francisco Nicholson,Panama City Beach,FL,32407,Married,28,111,Employed,2,High,Mortgage,Medium Income,Masters,Approved,Total Loss,Ambulance,Yes,No,DC,Washington,19,AGENT00183,No Vendor
16-12-2020,TXN00004944,A00004215,PLC00001143,25-12-2013,03-12-2020,08-12-2020,Property,122.91,10000,Rachael Fleming,Anchorage,AK,99508,Married,55,108,Employed,3,High,Mortgage,Higher Incomegh Income,College,Approved,Minor Loss,Ambulance,No,Yes,CT,Manchester,8,AGENT00909,No Vendor
16-12-2020,TXN00004945,A00002125,PLC00005051,10-11-2010,08-12-2020,11-12-2020,Property,118.35,11000,Leo Deem,Anchorage,AK,99502,Married,28,9,Employed,7,Low,Rent,Medium Income,High School,Approved,Total Loss,Ambulance,Yes,Yes,KY,Louisville,21,AGENT00419,VNDR00203
16-12-2020,TXN00004946,A00007636,PLC00006320,14-11-2010,06-12-2020,09-12-2020,Motor,99.24,10000,Robin Bild,Savannah,GA,31405,Married,27,75,Employed,5,Low,Own,Higher Incomegh Income,Bachelor,Approved,Minor Loss,None,Yes,No,AL,Montgomery,3,AGENT01030,VNDR00321
16-12-2020,TXN00004947,A00002473,PLC00003537,13-08-2012,01-12-2020,06-12-2020,Health,171.34,1000,Johana Guadian,Van Buren,AR,72956,Married,44,30,Employed,7,Low,Mortgage,Lower Income,Bachelor,Approved,Major Loss,Ambulance,Yes,No,MA,Pittsfield,12,AGENT00166,No Vendor
16-12-2020,TXN00004948,A00006820,PLC00003308,12-02-2011,05-12-2020,10-12-2020,Travel,59.39,5000,Eva Johnson,Savannah,GA,31404,Married,33,35,Employed,3,Low,Rent,Medium Income,Bachelor,Approved,Major Loss,Ambulance,Yes,No,DC,Washington,13,AGENT00346,No Vendor
16-12-2020,TXN00004949,A00000393,PLC00000184,04-07-2014,02-12-2020,07-12-2020,Life,72.89,90000,Lisa Fraser,Manchester,CT,6042,Married,49,87,Employed,2,High,Mortgage,Lower Income,High School,Approved,Total Loss,Ambulance,Yes,No,OK,Nichols Hills,1,AGENT00807,VNDR00185
16-12-2020,TXN00004950,A00002085,PLC00000584,31-08-2011,12-12-2020,13-12-2020,Life,71.26,66000,Sara Reiland,Manchester,CT,6040,Single,27,7,Employed,7,Low,Rent,Higher Incomegh Income,Bachelor,Approved,Minor Loss,Police,Yes,Yes,AK,Anchorage,13,AGENT00838,VNDR00204
16-12-2020,TXN00004951,A00004512,PLC00005125,26-08-2012,15-12-2020,15-12-2020,Motor,102.45,7000,Lawrence Mccraken,Washington,DC,20032,Single,41,75,Employed,7,Medium,Mortgage,Medium Income,Masters,Denied,Minor Loss,None,Yes,Yes,AL,Montgomery,6,AGENT00667,VNDR00310
16-12-2020,TXN00004952,A00008016,PLC00005652,28-11-2018,08-12-2020,11-12-2020,Life,80.12,44000,Edward Calloway,West Sacramento,CA,95605,Married,57,79,Employed,2,Medium,Own,Medium Income,MD,Approved,Minor Loss,Police,Yes,Yes,GA,Savannah,13,AGENT00829,VNDR00183
16-12-2020,TXN00004953,A00004364,PLC00008623,29-06-2010,05-12-2020,10-12-2020,Motor,72.87,2000,Scott Vargas,Louisville,KY,40223,Single,30,50,Employed,6,Medium,Rent,Higher Incomegh Income,High School,Approved,Total Loss,Ambulance,Yes,Yes,CT,Manchester,10,AGENT00268,VNDR00051
16-12-2020,TXN00004954,A00007527,PLC00000850,27-07-2012,14-12-2020,14-12-2020,Health,179.00,13000,Nora Hauptman,Jackson,CA,95642,Married,38,62,Employed,2,Medium,Own,Medium Income,Bachelor,Approved,Minor Loss,Police,Yes,Yes,CT,Manchester,13,AGENT00981,No Vendor
16-12-2020,TXN00004955,A00001932,PLC00004717,21-02-2017,27-11-2020,02-12-2020,Health,124.49,5000,Dustin Nievas,Manchester,CT,6040,Married,60,48,Unemployed,7,Medium,Mortgage,Medium Income,Bachelor,Approved,Total Loss,Ambulance,Yes,Yes,GA,Savannah,3,AGENT00858,VNDR00521
16-12-2020,TXN00004956,A00008849,PLC00007849,01-01-2011,27-11-2020,02-12-2020,Property,134.08,38000,Lucille Hebert,Burlington,VT,5401,Married,31,80,Employed,2,Low,Own,Lower Income,College,Approved,Major Loss,None,Yes,Yes,FL,Panama City Beach,15,AGENT01193,No Vendor
16-12-2020,TXN00004957,A00004258,PLC00001939,19-05-2017,27-11-2020,02-12-2020,Health,167.79,1000,Hollis Livingston,Montgomery,AL,36106,Single,47,39,Employed,3,Low,Own,Medium Income,Bachelor,Approved,Minor Loss,Police,Yes,No,AZ,Glendale,15,AGENT00682,VNDR00042
16-12-2020,TXN00004958,A00008793,PLC00003367,01-12-2013,06-12-2020,09-12-2020,Health,173.21,20000,Anna Morgan,Washington,DC,20019,Single,32,47,Unemployed,7,Medium,Rent,Medium Income,Bachelor,Approved,Major Loss,Ambulance,Yes,No,CA,Oakland,1,AGENT01190,VNDR00552
16-12-2020,TXN00004959,A00009358,PLC00008340,07-10-2011,28-11-2020,03-12-2020,Property,101.21,27000,Olga Palacios,Nashville,TN,37208,Single,42,67,Employed,7,Low,Rent,Medium Income,MD,Approved,Total Loss,Police,Yes,No,CT,Manchester,7,AGENT00787,No Vendor
16-12-2020,TXN00004960,A00003316,PLC00007642,29-11-2010,14-12-2020,14-12-2020,Mobile,10.55,300,Judy Bolden,Severna Park,MD,21146,Married,25,44,Employed,4,Medium,Mortgage,Higher Incomegh Income,Bachelor,Approved,Minor Loss,Police,Yes,No,CA,Castro Valley,12,AGENT00825,VNDR00261
16-12-2020,TXN00004961,A00006488,PLC00001476,23-05-2019,11-12-2020,12-12-2020,Travel,87.65,4000,Jacqueline Webb,Moretown,VT,5660,Married,60,107,Employed,4,Medium,Mortgage,Lower Income,High School,Approved,Major Loss,Police,Yes,Yes,GA,Savannah,4,AGENT00024,VNDR00221
16-12-2020,TXN00004962,A00009068,PLC00002050,21-07-2016,26-11-2020,01-12-2020,Motor,85.78,8000,Jolie Canfield,Linda,CA,95901,Married,42,18,Employed,3,Medium,Mortgage,Medium Income,Bachelor,Denied,Major Loss,None,No,Yes,CT,Manchester,17,AGENT01130,No Vendor
17-12-2020,TXN00004963,A00000413,PLC00008832,22-03-2019,09-12-2020,12-12-2020,Health,109.55,8000,Diane Smith,Washington,DC,20015,Married,35,109,Employed,7,Medium,Rent,Lower Income,Bachelor,Approved,Major Loss,Police,Yes,No,FL,Panama City,7,AGENT00005,VNDR00256
17-12-2020,TXN00004964,A00006776,PLC00009700,03-02-2018,02-12-2020,07-12-2020,Mobile,7.00,300,Dale Criswell,Port Wentworth,GA,31407,Married,35,81,Employed,3,Medium,Rent,Medium Income,High School,Approved,Total Loss,None,Yes,Yes,GA,Calhoun,1,AGENT00747,VNDR00350
17-12-2020,TXN00004965,A00002738,PLC00003238,25-02-2018,04-12-2020,09-12-2020,Life,99.92,37000,Regina Mcilwain,Saint Matthews,KY,40207,Single,44,37,Employed,2,Low,Mortgage,Medium Income,College,Approved,Major Loss,Police,No,Yes,OK,Nichols Hills,13,AGENT00179,No Vendor
17-12-2020,TXN00004966,A00009226,PLC00007317,23-02-2013,16-12-2020,16-12-2020,Life,70.89,67000,Alana Anderson,Louisville,KY,40272,Single,38,111,Employed,4,Medium,Mortgage,Lower Income,High School,Approved,Minor Loss,Ambulance,Yes,No,AK,Anchorage,16,AGENT00241,VNDR00177
17-12-2020,TXN00004967,A00000426,PLC00000567,25-09-2017,30-11-2020,05-12-2020,Property,135.50,29000,Winnie Jones,Fayetteville,AR,72701,Married,25,74,Employed,4,Medium,Own,Lower Income,Masters,Approved,Major Loss,Ambulance,No,No,CT,Manchester,6,AGENT00196,VNDR00566
17-12-2020,TXN00004968,A00002362,PLC00009806,05-04-2011,06-12-2020,11-12-2020,Travel,98.51,3000,Kenneth Deshong,Hayward,CA,94544,Married,51,64,Employed,2,Medium,Rent,Lower Income,Masters,Approved,Minor Loss,Police,Yes,No,GA,Savannah,5,AGENT00314,VNDR00505
17-12-2020,TXN00004969,A00003205,PLC00005128,14-05-2017,04-12-2020,09-12-2020,Motor,72.31,6000,Curtis Willis,Manchester,CT,6040,Married,55,38,Employed,4,Low,Own,Lower Income,Masters,Approved,Minor Loss,Other,Yes,Yes,CA,Berkeley,17,AGENT01005,VNDR00523
17-12-2020,TXN00004970,A00009544,PLC00002339,27-07-2013,01-12-2020,06-12-2020,Health,128.43,2000,Bryan Bernal,Hanover,MD,21076,Married,26,41,Employed,6,Low,Mortgage,Medium Income,Bachelor,Approved,Major Loss,Other,Yes,Yes,FL,Lynn Haven,2,AGENT00504,VNDR00313
17-12-2020,TXN00004971,A00003677,PLC00008041,25-08-2017,06-12-2020,11-12-2020,Motor,84.16,9000,Victor Smart,Fremont,CA,94536,Married,55,72,Employed,5,Low,Own,Medium Income,High School,Approved,Total Loss,None,Yes,Yes,OK,Oklahoma City,6,AGENT00085,VNDR00071
17-12-2020,TXN00004972,A00003036,PLC00006806,25-12-2013,04-12-2020,09-12-2020,Mobile,9.25,500,Richard Rodriguez,Louisville,KY,40213,Married,61,68,Unemployed,2,High,Mortgage,Lower Income,High School,Approved,Total Loss,None,Yes,Yes,VT,Westmore,9,AGENT00910,No Vendor
17-12-2020,TXN00004973,A00007392,PLC00009207,20-11-2012,14-12-2020,14-12-2020,Motor,135.85,8000,Janice Landfair,Prospect,KY,40059,Married,54,36,Employed,6,Medium,Rent,Medium Income,Bachelor,Approved,Major Loss,Ambulance,No,Yes,CA,Union City,17,AGENT00929,VNDR00180
17-12-2020,TXN00004974,A00004666,PLC00009818,09-07-2018,30-11-2020,05-12-2020,Life,71.84,69000,Michael Leblanc,Glendale,AZ,85308,Married,41,60,Employed,3,Low,Own,Lower Income,High School,Approved,Minor Loss,Ambulance,Yes,Yes,DC,Washington,5,AGENT00771,VNDR00082
17-12-2020,TXN00004975,A00005893,PLC00005924,23-01-2014,09-12-2020,12-12-2020,Motor,97.31,2000,Tobie Pike,Marshfield,MA,2050,Single,31,48,Employed,5,High,Mortgage,Higher Incomegh Income,Masters,Approved,Total Loss,Ambulance,Yes,Yes,AR,Fayetteville,18,AGENT00001,VNDR00267
17-12-2020,TXN00004976,A00001344,PLC00004092,23-09-2012,14-12-2020,14-12-2020,Health,114.51,5000,Roger Junkin,Nashville,TN,37013,Married,48,58,Employed,4,High,Rent,Medium Income,Bachelor,Approved,Minor Loss,Ambulance,No,Yes,AL,Montgomery,0,AGENT00791,VNDR00247
17-12-2020,TXN00004977,A00008836,PLC00005615,05-05-2018,05-12-2020,10-12-2020,Property,152.30,35000,Jerry Taylor,Panama City,FL,32404,Married,63,79,Employed,3,Medium,Own,Medium Income,Masters,Approved,Major Loss,None,No,Yes,AL,Montgomery,12,AGENT00752,VNDR00134
17-12-2020,TXN00004978,A00003816,PLC00005885,07-10-2017,11-12-2020,13-12-2020,Property,117.57,25000,Joseph Tritt,Anchorage,AK,99501,Married,61,15,Employed,5,High,Own,Medium Income,High School,Approved,Minor Loss,None,Yes,Yes,MD,Brooklyn Park,9,AGENT00640,VNDR00416
17-12-2020,TXN00004979,A00009615,PLC00009200,15-08-2017,06-12-2020,11-12-2020,Motor,130.82,3000,Kim Nichols,Washington,DC,20007,Single,27,104,Employed,5,Low,Own,Medium Income,Bachelor,Approved,Total Loss,None,No,No,CA,Oakland,15,AGENT00073,VNDR00034
17-12-2020,TXN00004980,A00001323,PLC00000708,19-07-2011,30-11-2020,05-12-2020,Travel,76.94,4000,Robert Gomez,Anchorage,AK,99508,Single,33,10,Unemployed,5,Low,Mortgage,Medium Income,College,Approved,Minor Loss,None,Yes,No,AR,Fayetteville,3,AGENT00853,No Vendor
17-12-2020,TXN00004981,A00003845,PLC00004006,16-05-2018,16-12-2020,16-12-2020,Motor,108.94,9000,Jose Black,Nashville,TN,37080,Single,47,65,Employed,4,Low,Own,Medium Income,PhD,Approved,Total Loss,Other,No,Yes,AL,Montgomery,20,AGENT00912,No Vendor
17-12-2020,TXN00004982,A00004406,PLC00001249,18-08-2018,10-12-2020,12-12-2020,Travel,81.08,5000,Christina Hoeppner,Anchorage,AK,99508,Married,58,117,Employed,3,High,Rent,Medium Income,High School,Approved,Total Loss,Police,Yes,No,MA,Yarmouth,15,AGENT00063,No Vendor
17-12-2020,TXN00004983,A00001629,PLC00006074,05-01-2017,06-12-2020,11-12-2020,Mobile,9.18,300,Bernice Odonnell,Glendale,AZ,85308,Married,61,74,Employed,7,Medium,Mortgage,Medium Income,Masters,Approved,Minor Loss,None,Yes,Yes,MA,Brimfield,15,AGENT00944,VNDR00511
18-12-2020,TXN00004984,A00007362,PLC00002242,10-07-2016,14-12-2020,15-12-2020,Health,153.87,17000,Ronnie Booth,Oklahoma City,OK,73120,Single,34,68,Employed,4,Medium,Own,Lower Income,Bachelor,Approved,Major Loss,Ambulance,Yes,Yes,MA,Milton,13,AGENT00166,VNDR00392
18-12-2020,TXN00004985,A00004982,PLC00001837,01-10-2015,02-12-2020,07-12-2020,Life,68.73,43000,Charles Roland,Washington,DC,20011,Married,45,109,Employed,3,Medium,Rent,Medium Income,High School,Approved,Minor Loss,Police,No,Yes,AL,Montgomery,15,AGENT00181,VNDR00598
18-12-2020,TXN00004986,A00007303,PLC00008376,26-12-2015,14-12-2020,15-12-2020,Mobile,8.52,500,Randy Pardo,Fayetteville,AR,72701,Single,39,25,Employed,4,Low,Mortgage,Lower Income,High School,Approved,Major Loss,Ambulance,Yes,Yes,VT,Swanton,23,AGENT00884,VNDR00068
18-12-2020,TXN00004987,A00002652,PLC00006167,02-05-2017,03-12-2020,08-12-2020,Property,144.01,35000,Kevin Richardson,Highgate,VT,5459,Single,63,87,Employed,5,Low,Mortgage,Medium Income,Bachelor,Approved,Minor Loss,Ambulance,No,Yes,CT,Manchester,7,AGENT00254,VNDR00378
18-12-2020,TXN00004988,A00007118,PLC00006204,03-12-2016,16-12-2020,16-12-2020,Motor,139.00,1000,Robert Ezell,Anchorage,AK,99518,Married,55,84,Employed,6,Low,Own,Medium Income,Unknown,Approved,Major Loss,Police,Yes,No,VT,Barre,12,AGENT00327,No Vendor
18-12-2020,TXN00004989,A00005783,PLC00004285,05-01-2015,06-12-2020,11-12-2020,Mobile,11.47,200,Sandra Lombardi,Savannah,GA,31411,Married,31,79,Employed,3,High,Mortgage,Higher Incomegh Income,Masters,Approved,Minor Loss,None,Yes,Yes,OK,Oklahoma City,6,AGENT00386,VNDR00305
18-12-2020,TXN00004990,A00004037,PLC00001569,17-10-2013,11-12-2020,13-12-2020,Motor,99.04,9000,Juan Becknell,Montgomery,AL,36116,Married,36,8,Employed,7,High,Rent,Medium Income,Bachelor,Approved,Minor Loss,Ambulance,Yes,Yes,CT,Manchester,23,AGENT00832,VNDR00500
18-12-2020,TXN00004991,A00002569,PLC00007864,26-12-2015,17-12-2020,17-12-2020,Property,109.37,34000,Richard Greene,Louisville,KY,40210,Married,63,106,Employed,4,Medium,Own,Medium Income,High School,Approved,Major Loss,None,No,Yes,AZ,Glendale,4,AGENT00078,VNDR00074
18-12-2020,TXN00004992,A00006401,PLC00009120,26-03-2013,02-12-2020,07-12-2020,Motor,119.70,4000,Krystal Lizaola,South Burlington,VT,5403,Married,55,98,Employed,3,Low,Mortgage,Lower Income,Bachelor,Approved,Major Loss,Ambulance,Yes,Yes,CO,Arvada,7,AGENT00530,VNDR00401
18-12-2020,TXN00004993,A00002499,PLC00009805,07-04-2019,13-12-2020,14-12-2020,Mobile,7.76,300,Carol Hallberg,Brooklyn Park,MD,21225,Married,49,78,Employed,3,Medium,Mortgage,Medium Income,Bachelor,Approved,Minor Loss,Ambulance,Yes,Yes,CA,Hayward,1,AGENT00927,VNDR00071
18-12-2020,TXN00004994,A00001837,PLC00000126,14-10-2018,28-11-2020,03-12-2020,Life,67.45,35000,Beatrice Payne,Montgomery,AL,36109,Married,40,11,Employed,7,Low,Mortgage,Medium Income,College,Approved,Major Loss,Ambulance,Yes,No,MD,Severna Park,3,AGENT00083,No Vendor
18-12-2020,TXN00004995,A00000830,PLC00008182,21-08-2010,15-12-2020,15-12-2020,Life,88.09,93000,Cameron Walsh,Manchester,CT,6040,Married,50,83,Employed,5,Medium,Rent,Lower Income,Bachelor,Approved,Minor Loss,Ambulance,No,Yes,DC,Washington,8,AGENT01191,VNDR00486
18-12-2020,TXN00004996,A00001873,PLC00009829,04-11-2015,01-12-2020,06-12-2020,Property,153.51,15000,Ernestine Rynn,Anchorage,AK,99501,Single,57,18,Employed,3,High,Mortgage,Medium Income,Bachelor,Approved,Minor Loss,Ambulance,Yes,Yes,VT,Saint Albans Town,17,AGENT00856,No Vendor
18-12-2020,TXN00004997,A00000500,PLC00003664,06-12-2015,28-11-2020,03-12-2020,Travel,93.35,5000,Curtis Eldridge,Montgomery,AL,36106,Married,33,88,Employed,2,High,Rent,Higher Incomegh Income,High School,Approved,Total Loss,None,Yes,Yes,AR,Fayetteville,10,AGENT01111,No Vendor
18-12-2020,TXN00004998,A00001823,PLC00002700,15-01-2013,07-12-2020,12-12-2020,Travel,63.38,4000,Brooke Cornelius,San Diego,CA,92111,Married,30,38,Employed,3,Low,Rent,Higher Incomegh Income,Bachelor,Approved,Minor Loss,Ambulance,Yes,Yes,TN,Nashville,13,AGENT00847,VNDR00584
18-12-2020,TXN00004999,A00007774,PLC00001990,04-03-2014,04-12-2020,09-12-2020,Mobile,9.95,300,Lisa Cokley,Washington,DC,20016,Married,43,61,Employed,6,Low,Rent,Higher Incomegh Income,Masters,Approved,Minor Loss,Ambulance,No,Yes,DC,Washington,10,AGENT00671,VNDR00329
18-12-2020,TXN00005000,A00001283,PLC00009671,10-12-2014,17-12-2020,17-12-2020,Mobile,10.01,500,Erika Symons,Brentwood,TN,37027,Single,27,37,Employed,4,Low,Own,Lower Income,Bachelor,Approved,Total Loss,Police,Yes,Yes,FL,Panama City,0,AGENT00800,VNDR00262
18-12-2020,TXN00005001,A00004101,PLC00003436,14-06-2013,16-12-2020,16-12-2020,Travel,91.50,4000,Donald Keil,San Leandro,CA,94579,Married,62,78,Employed,6,Low,Mortgage,Medium Income,Bachelor,Approved,Major Loss,Ambulance,No,Yes,AR,Fayetteville,9,AGENT01035,No Vendor
18-12-2020,TXN00005002,A00007701,PLC00006624,25-01-2014,30-11-2020,05-12-2020,Property,124.89,29000,Dwight Race,Manchester,CT,6042,Married,36,18,Employed,2,Low,Rent,Higher Incomegh Income,High School,Approved,Total Loss,None,No,Yes,MA,Quincy,18,AGENT01123,VNDR00324
18-12-2020,TXN00005003,A00004331,PLC00009692,29-09-2016,05-12-2020,10-12-2020,Property,128.76,12000,Michael Salazar,Louisville,KY,40203,Single,40,17,Employed,3,Low,Rent,Higher Incomegh Income,High School,Approved,Total Loss,Other,No,Yes,CO,Arvada,8,AGENT00873,No Vendor
18-12-2020,TXN00005004,A00009254,PLC00005711,12-09-2014,10-12-2020,13-12-2020,Mobile,11.87,600,Amanda Riggle,Poultney,VT,5764,Married,29,72,Employed,4,Medium,Own,Medium Income,College,Approved,Major Loss,Police,Yes,No,CA,Pismo Beach,6,AGENT00601,VNDR00468
19-12-2020,TXN00005005,A00001767,PLC00000306,12-06-2014,10-12-2020,13-12-2020,Property,129.48,35000,Orlando Hill,Smartsville,CA,95977,Married,33,53,Employed,3,High,Mortgage,Higher Incomegh Income,Bachelor,Approved,Minor Loss,Ambulance,No,Yes,KY,Louisville,21,AGENT01069,No Vendor
19-12-2020,TXN00005006,A00004836,PLC00007008,05-06-2018,01-12-2020,06-12-2020,Motor,99.99,8000,Rosemary Brown,Arvada,CO,80004,Married,55,42,Employed,7,Medium,Rent,Medium Income,High School,Approved,Minor Loss,Ambulance,Yes,No,DC,Washington,8,AGENT00857,VNDR00170
19-12-2020,TXN00005007,A00008651,PLC00006120,28-10-2016,18-12-2020,18-12-2020,Mobile,8.54,100,Darrel Wells,Mammoth Lakes,CA,93546,Married,26,75,Employed,7,Low,Rent,Lower Income,Unknown,Approved,Total Loss,Other,No,No,TN,Nashville,9,AGENT00053,No Vendor
19-12-2020,TXN00005008,A00009839,PLC00002442,24-02-2018,11-12-2020,14-12-2020,Health,151.96,4000,Danette Brown,Glendale,AZ,85305,Married,36,42,Employed,2,High,Mortgage,Lower Income,High School,Approved,Total Loss,Ambulance,Yes,Yes,OK,Oklahoma City,21,AGENT00804,VNDR00274
19-12-2020,TXN00005009,A00001957,PLC00001808,21-01-2013,17-12-2020,17-12-2020,Property,89.32,34000,Kevin Young,Del City,OK,73115,Single,27,109,Employed,7,Low,Own,Lower Income,Bachelor,Approved,Major Loss,Ambulance,Yes,Yes,CO,Arvada,4,AGENT00942,No Vendor
19-12-2020,TXN00005010,A00000141,PLC00009557,14-02-2016,12-12-2020,14-12-2020,Mobile,8.51,100,Ryan Williams,Berkeley,CA,94710,Married,47,12,Employed,3,Medium,Own,Lower Income,High School,Approved,Total Loss,Ambulance,Yes,Yes,CO,Arvada,8,AGENT01064,VNDR00289
19-12-2020,TXN00005011,A00004929,PLC00005112,04-11-2015,03-12-2020,08-12-2020,Motor,139.49,8000,Eric Foster,Nashville,TN,37216,Married,56,93,Employed,3,Low,Own,Lower Income,College,Approved,Minor Loss,Ambulance,No,Yes,MA,Oak Bluffs,3,AGENT00670,No Vendor
19-12-2020,TXN00005012,A00007948,PLC00007338,26-09-2010,15-12-2020,16-12-2020,Mobile,11.60,600,Michael Torres,Washington,DC,20002,Married,64,44,Employed,3,High,Rent,Lower Income,College,Approved,Total Loss,Ambulance,No,Yes,AK,Anchorage,21,AGENT01013,No Vendor
19-12-2020,TXN00005013,A00007643,PLC00001667,11-01-2017,06-12-2020,11-12-2020,Mobile,10.26,500,Cristina Walker,Washington,DC,20016,Married,39,34,Employed,4,Low,Own,Medium Income,College,Approved,Major Loss,Ambulance,Yes,Yes,MD,Crofton,2,AGENT01177,VNDR00492
19-12-2020,TXN00005014,A00009000,PLC00006771,02-03-2018,01-12-2020,06-12-2020,Motor,111.48,9000,Linda Peterson,Farmington,AR,72730,Married,50,28,Employed,5,Medium,Rent,Lower Income,PhD,Denied,Major Loss,Police,Yes,Yes,AZ,Glendale,14,AGENT00722,VNDR00096
